# Rayleigh ZZ
# 75710 station pairs
# Periods:                         2.5   20.0
# lat1    lon1   lat2    lon2    ttime  ttime std
48.3629 16.5942 46.5256 18.2647    nan  69.56 0.1
45.9090 15.9730 46.9281 11.4118    nan 108.71 0.1
46.1495 12.6154 46.3738 10.2493    nan  54.60 0.1
46.5256 18.2647 48.3636 10.4021    nan 181.72 0.1
46.4428 13.5650 46.0082  8.4818    nan 115.26 0.1
45.8934 14.0643 44.5359 10.5961    nan  91.78 0.1
47.2205 11.2087 48.3014 14.6496    nan  82.33 0.1
47.6807 16.5567 46.1698 11.5390    nan 125.30 0.1
46.4783 11.7668 46.9522 11.7831  18.95    nan 0.1
47.0703 10.2643 46.2888 12.2995    nan  53.73 0.1
47.4672  9.2442 46.6408 17.3149    nan 183.92 0.1
46.7436 13.0855 46.7260 10.6853    nan  54.77 0.1
44.6071  9.2926 46.4396 11.0181    nan  76.10 0.1
46.4832  9.4496 47.1029 13.9958    nan 107.51 0.1
46.4136 10.0231 45.6183 10.5243  34.40    nan 0.1
46.0108 15.6245 46.5068 10.9028    nan 107.46 0.1
43.1776 16.4488 43.0627 13.3352    nan  75.82 0.1
47.8716  8.1780 46.3116 12.4448    nan 108.72 0.1
45.6135 16.7544 46.6894 13.9606    nan  72.84 0.1
47.4672  9.2442 45.6335 11.9713    nan  87.70 0.1
46.9488 15.2988 46.3778 11.9822    nan  77.37 0.1
47.6040 15.5860 45.9164 17.8160    nan  73.02 0.1
45.8934 14.0643 47.6040 15.5860    nan  65.67 0.1
46.6780 15.0327 48.4438  9.4586    nan 135.43 0.1
45.8934 14.0643 46.2077 11.2324    nan  63.70 0.1
44.7488 17.1839 46.6395 13.2718    nan 107.47 0.1
47.7372 12.7957 47.5414 13.9308    nan  25.86 0.1
43.9410 12.8402 45.0840 14.9106    nan  60.70 0.1
45.4056  9.9307 47.3369 14.0325    nan 113.23 0.1
47.7122  8.2526 46.4569 12.8814    nan 111.93 0.1
45.9090 15.9730 47.0495 13.9052    nan  59.66 0.1
44.1660 10.1530 46.0090 12.4379    nan  81.82 0.1
44.3509 10.9765 45.8806 11.8047    nan  55.21 0.1
43.9410 12.8402 47.8102  9.5221    nan 151.64 0.1
46.7566 15.8254 46.8283 12.4625    nan  75.37 0.1
46.4783 11.7668 46.6478 10.9911  22.16    nan 0.1
48.1639 11.2768 45.1026 17.5139    nan 171.46 0.1
45.1074 10.4817 46.8078 12.7564    nan  75.78 0.1
47.4070 10.2934 48.0979 12.0838    nan  44.75 0.1
46.0883 18.0999 46.0473  9.7610    nan 185.26 0.1
47.8495 14.2659 46.6903 12.7642    nan  51.87 0.1
47.0492  9.3808 46.2150 18.6436    nan 208.27 0.1
45.8808 11.1884 48.0628  9.7104    nan  78.73 0.1
47.7372 12.7957 47.0433 12.3318  30.48    nan 0.1
48.8666 11.3742 48.9334 14.9936    nan  73.93 0.1
43.4731 11.2902 48.1182  8.5502    nan 170.40 0.1
47.8952  8.8468 46.4610 15.5018    nan 156.35 0.1
44.8493  8.3523 46.9484 15.2994    nan 176.90 0.1
48.3629 16.5942 48.7289 10.2971    nan 129.70 0.1
46.9332 14.5516 47.8333 10.6235    nan  93.26 0.1
44.5825 12.0057 43.1210 10.5732    nan  61.35 0.1
47.7528 11.8492 44.5825 12.0057    nan 105.38 0.1
43.9410 12.8402 48.2443 17.7898    nan 177.69 0.1
46.2340 13.2438 45.2926 13.8167  42.27  32.67 0.1
44.0624 10.5970 48.7404 16.0203    nan 200.17 0.1
46.9001 17.8877 47.2834 16.7056    nan  28.91 0.1
48.3014 14.6496 48.7156 17.1041    nan  52.42 0.1
47.3631 18.2606 43.5236 11.2458    nan 203.54 0.1
47.4672  9.2442 46.4870 10.2745    nan  40.23 0.1
46.0322 13.8877 46.6117 10.6308    nan  75.21 0.1
44.7679  9.4478 46.5092 14.5489    nan 132.65 0.1
43.2097 11.1562 46.9484 15.2994    nan 157.95 0.1
47.7122  8.2526 48.8666 11.3742    nan  72.15 0.1
46.2601 12.7104 47.1501 13.9271    nan  41.01 0.1
47.6807 16.5567 46.5776 12.3778    nan 101.94 0.1
48.8199 14.3095 45.4356 17.8482    nan 132.27 0.1
43.7219 10.5250 47.3448 11.1037    nan 122.76 0.1
44.0624 10.5970 43.6486 12.2386    nan  42.36 0.1
45.1074 10.4817 47.2384 13.5776    nan  99.64 0.1
45.7697  9.7160 48.3067 11.9233    nan  98.92 0.1
46.7381 11.9090 45.6048 10.9697    nan  42.01 0.1
46.4075 13.3540 46.4569 12.8814  13.41    nan 0.1
44.0775 11.7073 45.6225  8.3610    nan 102.61 0.1
48.3629 16.5942 46.6246 11.8805    nan 119.30 0.1
46.8642 16.5276 46.5036 11.9869    nan 102.41 0.1
45.6468 11.0721 46.2385 10.2253    nan  27.43 0.1
47.3448 11.1037 48.7163 15.5288    nan 104.73 0.1
48.3687 15.6522 44.1703 12.2445    nan 158.66 0.1
48.4272 13.4975 48.1400  9.1994    nan  88.97 0.1
48.7719  9.1950 47.7589 17.0530    nan 166.44 0.1
47.6807 16.5567 45.8193 13.1280    nan  98.26 0.1
43.0049 12.9046 48.0152 18.3525    nan 205.02 0.1
46.5584 12.9729 47.4086 15.9587    nan  73.80 0.1
46.9488 15.2988 47.1293 13.0792    nan  50.22 0.1
46.9676  8.6371 48.8443 13.7006    nan 122.74 0.1
46.4703 16.7755 47.0703 10.2643    nan 147.98 0.1
46.8522 12.9459 46.8243 11.7389  30.93  26.08 0.1
47.9797 11.7188 46.6384 12.0420    nan  45.47 0.1
46.3116 12.4448 48.6044 17.6747    nan 139.69 0.1
46.4136 10.0231 46.9522 11.7831    nan  43.87 0.1
44.8873 10.8987 46.4474 11.6404    nan  53.21 0.1
46.0835 10.9587 46.0366 11.5235  15.78    nan 0.1
45.6135 16.7544 48.0628  9.7104    nan 177.05 0.1
47.7617 12.8645 46.0807 14.2613    nan  62.61 0.1
44.3162  9.5174 45.8808 11.1884    nan  66.26 0.1
47.4457 15.0856 46.9945 11.9796    nan  71.91 0.1
44.8939  9.9098 46.0366 11.5235    nan  53.86 0.1
44.9059 13.7505 46.5966 12.7804    nan  60.41 0.1
47.6913 13.6383 47.8693 12.3915    nan  27.80 0.1
45.3443 12.3182 46.7225 14.1458    nan  60.84 0.1
47.9797 11.7188 48.3719 16.2054    nan  95.60 0.1
46.0549 10.5140 46.5480 13.5137    nan  69.73 0.1
43.6931 12.7771 46.2829 12.0472    nan  89.49 0.1
44.0624 10.5970 45.2380  8.2885    nan  71.02 0.1
43.1776 16.4488 43.4262  9.8920    nan 158.19 0.1
46.9452 14.0319 46.5879 10.1683    nan  89.93 0.1
44.5635 14.8712 46.8066 12.2636    nan  93.48 0.1
46.0090 12.4379 46.7381 11.9090    nan  26.52 0.1
48.0635 15.4063 46.1597 17.2897    nan  73.66 0.1
43.5357 12.5350 48.0635 15.4063    nan 165.65 0.1
43.0049 12.9046 45.7090 13.7640    nan  92.07 0.1
46.4481 16.2504 46.4783 11.7668    nan 100.02 0.1
46.0835 10.9587 47.0139 13.1864    nan  59.32 0.1
43.0365 13.0873 46.0835 10.9587    nan 116.70 0.1
46.3116 12.4448 48.7287 16.5904    nan 120.66 0.1
47.2505 15.5232 45.1026 17.5139    nan  80.15 0.1
44.8939  9.9098 47.0139 13.1864    nan 103.80 0.1
46.4703 16.7755 46.0090 12.4379    nan  96.60 0.1
43.4807 12.4570 45.0125 16.9069    nan 117.86 0.1
46.4075 13.3540 46.9332 14.5516    nan  32.72 0.1
45.8991 10.2249 46.2071 10.4791  12.88    nan 0.1
46.7714 12.0908 47.0433 12.3318  12.24    nan 0.1
47.4070 10.2934 46.7777 11.4078    nan  33.18 0.1
47.5275  8.1119 47.2867  9.8803    nan  38.59 0.1
44.7488 17.1839 46.1012 10.7075    nan 153.35 0.1
46.7474 12.5123 48.0152 18.3525    nan 136.40 0.1
43.0627 13.3352 47.3789 12.3084    nan 146.62 0.1
47.8952  8.8468 47.1547 18.8341    nan 218.37 0.1
46.0090 12.4379 47.8294 17.6559    nan 130.84 0.1
43.6189 11.9517 47.6386 18.3824    nan 196.71 0.1
46.1495 15.4695 47.2418 13.8039    nan  51.39 0.1
47.1029 13.9958 48.5300 12.9776    nan  51.46 0.1
45.6153 15.4673 46.0835 10.9587    nan 102.80 0.1
46.2281 13.7368 46.8028 11.1037    nan  62.31 0.1
46.6904 12.9081 46.1425 12.8085  23.28    nan 0.1
47.3448 11.1037 47.3357 11.5763  12.37    nan 0.1
43.1776 16.4488 47.8693 12.3915    nan 178.94 0.1
46.7805  9.8795 43.4807 12.4570    nan 129.65 0.1
46.4703 16.7755 45.4803  9.2321    nan 171.45 0.1
47.9480 14.7589 47.3535 13.6628  38.21    nan 0.1
46.0082  8.4818 48.3636 10.4021    nan  86.07 0.1
47.8716  8.1780 48.7156 17.1041    nan 186.55 0.1
45.7090 13.7640 46.2829 12.0472    nan  42.69 0.1
47.3631 18.2606 44.1594 10.3864    nan 208.71 0.1
46.4548  8.6629 45.5464 14.0143    nan 124.36 0.1
46.7805  9.8795 45.9571 10.6218    nan  32.02 0.1
48.3719 16.2054 48.8331 12.6421    nan  74.10 0.1
46.4610 15.5018 46.5132 11.5059    nan  89.66 0.1
45.7697  9.7160 47.2205 11.2087    nan  59.88 0.1
46.4762 10.3722 46.2450 12.9240    nan  58.41 0.1
46.4136 10.0231 46.7540 13.8495    nan  88.83 0.1
48.1219 12.5972 46.9484 15.2994    nan  71.14 0.1
47.9108 11.2213 45.8033 14.8393    nan 107.57 0.1
47.5275  8.1119 46.2941 14.4433    nan 148.58 0.1
47.3448 11.1037 48.8640 14.2845    nan  85.36 0.1
45.6183 10.5243 46.2445 13.5094    nan  69.43 0.1
47.2309  8.0125 45.0125 16.9069    nan 215.70 0.1
46.9001 17.8877 46.8522 12.9459    nan 110.47 0.1
48.3687 15.6522 48.9434 15.7007  20.53    nan 0.1
43.6108 12.5806 45.2926 13.8167    nan  63.26 0.1
46.9463 18.4820 48.5230 10.9333    nan 170.89 0.1
47.9797 11.7188 46.2255 11.6950    nan  57.73 0.1
44.5279 15.7644 46.6903 12.7642    nan  98.55 0.1
46.7805  9.8795 47.7528 11.8492    nan  54.76 0.1
45.8260 15.4569 47.7589 17.0530    nan  71.01 0.1
46.5480 13.5137 48.1400  9.1994    nan 109.41 0.1
47.4313 17.9238 46.0603 11.7500    nan 145.57 0.1
46.4136 10.0231 47.2867  9.8803    nan  29.47 0.1
44.8493  8.3523 46.4722  9.3473    nan  60.15 0.1
43.3666 12.5715 46.4952 11.3185    nan 109.82 0.1
47.8277 13.5612 45.3443 12.3182    nan  85.49 0.1
44.3509 10.9765 45.1026 17.5139    nan 158.72 0.1
46.0322 13.8877 48.2333 18.9990    nan 132.05 0.1
43.2097 11.1562 46.4722  9.3473    nan 120.05 0.1
45.8806 11.8047 47.1605 12.6420    nan  46.62 0.1
47.6997 16.2963 46.5132 11.5059    nan 115.86 0.1
48.8443 13.7006 46.9480 12.0787    nan  71.98 0.1
48.0000 11.5171 47.7437 15.0776    nan  78.48 0.1
46.1733 13.6450 47.0684 12.8766  40.75  33.98 0.1
47.4162 17.3317 47.4797 13.1260    nan  92.42 0.1
46.6365 15.1139 45.6225  8.3610    nan 155.72 0.1
45.3617 11.6739 46.0082  8.4818    nan  73.47 0.1
46.8642 16.5276 46.0147 10.3246    nan 141.95 0.1
46.4952 11.3185 48.4470 18.3359    nan 168.89 0.1
44.3162  9.5174 47.4070 10.2934    nan 108.30 0.1
43.1979 12.3536 47.4457 15.0856    nan 156.34 0.1
48.8199 14.3095 46.2340 13.2438    nan  87.65 0.1
46.4952 11.3185 48.5379 12.9455    nan  76.36 0.1
47.9480 14.7589 46.3176 11.0921    nan  98.27 0.1
46.6780 15.0327 47.2306 14.2970  28.53    nan 0.1
47.4419  9.4559 45.3082 11.1724    nan  79.83 0.1
43.1979 12.3536 47.9282 15.8588    nan 176.54 0.1
44.9592 12.4323 46.4396 11.0181    nan  56.66 0.1
48.0194 10.1998 47.5522 11.4363    nan  30.71 0.1
47.1029 13.9958 48.8045 18.4645    nan 112.50 0.1
46.4428 13.5650 47.3535 13.6628    nan  30.51 0.1
46.2601 12.7104 48.7026 11.9466    nan  82.84 0.1
44.7679  9.4478 46.5068 10.9028    nan  70.15 0.1
46.4136 10.0231 46.2941 14.4433    nan 101.32 0.1
47.2505 15.5232 47.8277 13.5612    nan  47.21 0.1
46.4952 11.3185 46.6543 11.5434   8.44    nan 0.1
46.2987 10.5510 46.5763 11.1635  19.19    nan 0.1
45.5311 14.8101 46.5656 12.8944    nan  53.23 0.1
46.7805  9.8795 44.6071  9.2926    nan  76.97 0.1
47.3484  9.3490 46.6117 10.6308    nan  38.75 0.1
46.3934 11.4056 46.3738 10.2493    nan  26.59 0.1
46.0090 12.4379 46.0438 14.5278    nan  45.88 0.1
46.1495 15.4695 48.3067 11.9233    nan 107.42 0.1
45.1026 17.5139 46.6117 10.6308    nan 157.91 0.1
45.4056  9.9307 46.7444 18.9654    nan 204.40 0.1
45.4356 17.8482 46.5445 13.2054    nan 108.69 0.1
46.6904 12.9081 47.1863 13.4193  23.07    nan 0.1
47.0211 10.7291 48.0635 15.4063    nan 109.01 0.1
46.0108 15.6245 48.5230 10.9333    nan 122.81 0.1
45.5278 14.3807 48.6348 14.7326    nan 102.27 0.1
46.7427 12.4359 47.1293 13.0792  22.10    nan 0.1
45.9090 15.9730 47.9480 14.7589    nan  71.28 0.1
47.0433 12.3318 47.2054 14.1072    nan  39.99 0.1
47.7205 12.8773 45.8991 10.2249    nan  85.54 0.1
45.6378 11.2099 47.0984  8.9252    nan  72.35 0.1
46.6203 10.2636 48.0152 18.3525    nan 187.43 0.1
43.7219 10.5250 48.1400  9.1994    nan 151.47 0.1
46.4245 17.7954 46.4530 10.5789    nan 160.51 0.1
47.4797 13.1260 46.4245 17.7954    nan 110.01 0.1
46.0482 11.6497 45.0125 16.9069    nan 123.64 0.1
47.7205 12.8773 46.1880 11.0228    nan  65.98 0.1
43.6486 12.2386 45.5464 14.0143    nan  76.58 0.1
47.1547 18.8341 43.4764 10.5787    nan 224.39 0.1
44.3505 10.5881 47.6386 18.3824    nan 207.24 0.1
48.9434 15.7007 48.2443 17.7898    nan  49.90 0.1
43.2097 11.1562 46.6408 17.3149    nan 182.01 0.1
46.4703 16.7755 47.8495 14.2659    nan  72.43 0.1
43.2630 12.5246 46.4245 17.7954    nan 159.98 0.1
44.8493  8.3523 45.6335 11.9713    nan  89.82 0.1
47.7528  9.1231 45.2380  8.2885    nan  83.67 0.1
45.3617 11.6739 48.1002 14.1398    nan 107.76 0.1
47.3692  8.5809 44.7488 17.1839    nan 215.00 0.1
46.0090 12.4379 44.4818 16.5313    nan 106.06 0.1
44.1678 11.1229 46.9281 11.4118    nan  93.72 0.1
43.2097 11.1562 45.6335 11.9713    nan  85.72 0.1
45.6468 11.0721 47.7528 11.8492    nan  70.90 0.1
46.1495 15.4695 46.1698 11.5390    nan  87.45 0.1
46.6203 10.2636 46.1311 11.3450  35.04  30.48 0.1
47.1605 12.6420 46.5132 11.5059    nan  33.71 0.1
48.8591 17.6707 46.0835 10.9587    nan 176.46 0.1
44.8873 10.8987 46.1468 10.8060    nan  40.91 0.1
45.3082 11.1724 46.3778 11.9822    nan  38.89 0.1
46.9281 11.4118 45.2380  8.2885    nan  92.31 0.1
47.0733 16.0792 46.8714 12.1156    nan  90.74 0.1
43.1148 10.9026 48.8331 12.6421    nan 194.80 0.1
45.7636 10.1171 47.2867  9.8803    nan  50.65 0.1
47.9629 16.3971 43.0500  9.8424    nan 223.90 0.1
46.2083 11.9315 46.2987 10.5510    nan  31.32 0.1
45.2380  8.2885 44.1703 12.2445    nan 110.76 0.1
46.4136 10.0231 47.0684 12.8766    nan  68.66 0.1
46.4703 16.7755 46.6154 13.0498    nan  81.84 0.1
45.8808 11.1884 47.0984  8.9252    nan  67.06 0.1
46.5782  8.3189 47.4871 10.7623    nan  61.68 0.1
43.0426 12.6587 46.3174 13.9999    nan 111.43 0.1
48.9334 14.9936 47.1547 18.8341    nan  98.82 0.1
43.3821 12.4066 48.7163 15.5288    nan 191.59 0.1
44.3509 10.9765 47.8277 13.5612    nan 131.52 0.1
46.6300 13.7530 46.2385 10.2253    nan  81.65 0.1
44.5635 14.8712 47.0433 12.3318    nan  99.38 0.1
48.0000 11.5171 47.6807 16.5567    nan 109.64 0.1
48.8640 14.2845 45.3135 10.6628    nan 140.39 0.1
47.5877  8.2547 44.7637 10.3131    nan 106.31 0.1
47.9480 14.7589 46.5068 10.9028    nan  98.20 0.1
47.4243 12.6770 47.1839 12.9368  11.72    nan 0.1
46.6902 10.5127 46.1547 12.1850    nan  42.29 0.1
48.1219 12.5972 46.4722  9.3473    nan  93.34 0.1
44.6608 11.4363 46.5036 11.9869    nan  61.41 0.1
46.7225 14.1458 46.8066 12.2636    nan  42.33 0.1
46.2340 13.2438 46.3269 11.7865    nan  32.54 0.1
47.5877  8.2547 45.8808 11.1884    nan  88.11 0.1
46.4481 16.2504 46.4578 12.3459    nan  86.08 0.1
46.1733 13.6450 48.3636 10.4021    nan 102.40 0.1
46.7260 10.6853 47.3535 13.6628    nan  70.59 0.1
46.4342 15.0246 46.4245 17.7954    nan  60.10 0.1
48.8199 14.3095 47.1547 18.8341    nan 109.58 0.1
46.9001 17.8877 46.7427 12.4359    nan 121.86 0.1
46.7540 13.8495 46.4301 10.4478    nan  79.14 0.1
46.4258 12.7419 45.8808 11.1884    nan  38.39 0.1
45.5278 14.3807 45.9164 17.8160    nan  77.53 0.1
47.7528  9.1231 48.8199 14.3095    nan 112.53 0.1
48.7163 15.5288 47.5522 11.4363    nan  94.63 0.1
48.4940 18.8361 46.3174 13.9999    nan 127.63 0.1
44.3242  8.3459 46.8159 14.0074    nan 155.06 0.1
44.0450 10.7570 46.1495 12.6154    nan  82.34 0.1
44.0543 11.3585 47.2205 11.2087    nan 107.08 0.1
47.9480 14.7589 48.8640 14.2845    nan  31.22 0.1
46.6395 13.2718 46.9182 12.3110  26.49    nan 0.1
46.1495 15.4695 46.5776 12.3778    nan  70.07 0.1
46.4630 11.3778 47.5414 13.9308    nan  68.01 0.1
46.5762 13.3901 45.9043 11.7112    nan  43.54 0.1
47.8952  8.8468 45.0125 16.9069    nan 204.33 0.1
47.4243 12.6770 46.1880 11.0228    nan  55.00 0.1
45.2380  8.2885 48.7909 10.8171    nan 126.86 0.1
46.5776 12.3778 46.6247 10.8301    nan  35.07 0.1
45.3082 11.1724 47.1293 13.0792    nan  74.31 0.1
47.7451 12.8241 45.3135 10.6628    nan  93.63 0.1
47.5275  8.1119 43.5585 12.4199    nan 171.40 0.1
44.3242  8.3459 48.1230 13.3063    nan 173.65 0.1
47.8277 13.5612 45.4356 17.8482    nan 122.31 0.1
45.6135 16.7544 47.0984  8.9252    nan 184.68 0.1
46.4809 13.0239 46.4530 10.5789    nan  55.92 0.1
45.0125 16.9069 46.4474 11.6404    nan 127.46 0.1
43.4262  9.8920 45.6183 10.5243    nan  75.93 0.1
46.0090 12.4379 46.0892 11.1648    nan  28.91 0.1
47.6353 13.0275 46.1927 12.4166    nan  49.56 0.1
47.2944  9.4918 46.2601 12.7104    nan  81.28 0.1
44.8939  9.9098 46.3875 12.1706    nan  72.28 0.1
46.1495 15.4695 45.8193 13.1280    nan  51.03 0.1
47.7437 15.0776 46.4530 10.5789    nan 110.92 0.1
48.7404 16.0203 48.5379 12.9455    nan  62.99 0.1
44.8939  9.9098 47.0217 12.6894    nan  95.73 0.1
44.1122  8.0662 43.0627 13.3352    nan 117.84 0.1
46.0807 14.2613 46.3483 11.2385    nan  68.02 0.1
46.0612 14.9977 46.8714 12.1156    nan  65.98 0.1
46.4630 11.3778 47.0433 12.3318  32.99    nan 0.1
46.4703 16.7755 46.2888 12.2995    nan  99.67 0.1
45.4056  9.9307 47.0784 13.3447    nan  95.09 0.1
46.7805  9.8795 46.6894 13.9606    nan  93.79 0.1
46.8257  9.1117 44.9592 12.4323    nan  98.70 0.1
44.4913 10.0658 46.5480 13.5137    nan 105.07 0.1
46.0438 14.5278 47.4258 14.2890  55.59  45.40 0.1
45.4056  9.9307 46.4396 11.0181    nan  42.63 0.1
43.0365 13.0873 44.1678 11.1229    nan  62.67 0.1
48.8591 17.6707 47.4086 15.9587    nan  61.65 0.1
44.1660 10.1530 48.3483 15.1619    nan 180.07 0.1
44.4712  8.9512 45.5278 14.3807    nan 131.45 0.1
44.7488 17.1839 44.8939  9.9098    nan 169.95 0.1
46.2507 10.3953 46.8522 12.9459    nan  61.26 0.1
45.4356 17.8482 46.4564 11.1182    nan 154.30 0.1
47.3484  9.3490 46.8832 12.6326    nan  76.03 0.1
45.8677  8.7700 47.7589 17.0530    nan 198.20 0.1
46.0883 18.0999 47.0211 10.7291    nan 167.12 0.1
44.6071  9.2926 46.2071 10.4791    nan  63.47 0.1
43.6486 12.2386 48.2928 12.9750    nan 158.41 0.1
47.4871 10.7623 46.1880 11.0228    nan  42.72 0.1
45.3148 15.8050 47.8333 10.6235    nan 142.87 0.1
46.4428 13.5650 46.5068 10.9028    nan  60.21 0.1
47.8277 13.5612 46.2465 11.4137    nan  72.17 0.1
46.4352  8.1105 48.4272 13.4975    nan 136.10 0.1
45.9595 10.9436 45.5278 14.3807    nan  78.31 0.1
45.1026 17.5139 46.8832 12.6326    nan 124.05 0.1
45.5278 14.3807 48.3477  9.8311    nan 137.59 0.1
48.7719  9.1950 46.4481 16.2504    nan 170.15 0.1
47.3448 11.1037 48.5230 10.9333    nan  37.61 0.1
46.5068 10.9028 45.3443 12.3182    nan  49.47 0.1
46.5584 12.9729 46.5256 18.2647    nan 116.54 0.1
45.5278 14.3807 45.9563 11.9391    nan  55.35 0.1
43.9377 12.4451 45.8806 11.8047    nan  67.56 0.1
48.0000 11.5171 45.4056  9.9307    nan  93.80 0.1
48.1219 12.5972 45.6335 11.9713    nan  83.29 0.1
43.2732 10.6579 47.5207 14.4165    nan 166.00 0.1
46.6300 13.7530 47.3954 13.8367  29.19    nan 0.1
46.2987 10.5510 47.2418 13.8039    nan  81.28 0.1
46.6894 13.9606 46.8199 11.2587    nan  61.49 0.1
43.4262  9.8920 46.0322 13.8877    nan 128.01 0.1
45.4803  9.2321 46.7775 12.5890    nan  86.87 0.1
48.7287 16.5904 48.3687 15.6522  37.02    nan 0.1
44.0260 10.4821 48.6348 14.7326    nan 182.30 0.1
46.2385 10.2253 47.0893 13.5499    nan  82.13 0.1
