# Rayleigh ZZ
# 75710 station pairs
# Periods:                         2.5   20.0
# lat1    lon1   lat2    lon2    ttime  ttime std
47.8716  8.1780 44.1703 12.2445    nan 154.52 0.1
45.4056  9.9307 45.8806 11.8047    nan  44.69 0.1
46.6780 15.0327 46.9945 11.9796    nan  69.88 0.1
46.2396  8.0196 43.3756 13.1954    nan 164.03 0.1
46.9520 17.1486 47.0684 12.8766    nan  95.74 0.1
46.5068 10.9028 48.3636 10.4021    nan  62.05 0.1
45.7381 14.4221 46.3934 11.4056    nan  69.73 0.1
45.0361 14.1549 47.4797 13.1260    nan  82.72 0.1
47.2834 16.7056 46.7436 13.0855    nan  83.15 0.1
47.4642 11.9189 45.6198 12.6210    nan  63.09 0.1
46.7568  8.1512 47.2834 16.7056    nan 196.89 0.1
48.3014 14.6496 48.9434 15.7007  33.88    nan 0.1
45.6183 10.5243 46.5256 18.2647    nan 173.63 0.1
43.9410 12.8402 47.3789 12.3084    nan 116.79 0.1
47.6799 10.1071 46.8774 11.4214    nan  39.76 0.1
46.9676  8.6371 48.7163 15.5288    nan 157.43 0.1
46.4832  9.4496 45.8934 14.0643    nan 107.53 0.1
45.9218  9.0417 46.7775 12.5890    nan  85.54 0.1
48.1219 12.5972 44.0775 11.7073    nan 137.42 0.1
45.0125 16.9069 47.0139 13.1864    nan 106.49 0.1
43.0426 12.6587 48.0152 18.3525    nan 203.71 0.1
47.8294 17.6559 47.1607 13.2160    nan 101.53 0.1
46.5762 13.3901 46.3738 10.2493    nan  72.40 0.1
43.9377 12.4451 45.5464 14.0143    nan  64.96 0.1
47.9797 11.7188 46.7444 18.9654    nan 164.12 0.1
47.4972 11.1131 46.4722  9.3473    nan  52.82 0.1
45.5464 14.0143 46.1311 11.3450    nan  62.00 0.1
44.6071  9.2926 46.2465 11.4137    nan  76.11 0.1
43.7219 10.5250 46.6365 15.1139    nan 144.40 0.1
46.3778 11.9822 46.8625 11.9466  19.78    nan 0.1
46.6299 13.6416 46.9452 14.0319  15.81    nan 0.1
43.7744 11.2551 47.8294 17.6559    nan 197.60 0.1
47.0703 10.2643 46.2990 12.8134    nan  63.66 0.1
45.8808 11.1884 47.8333 10.6235    nan  65.75 0.1
46.2396  8.0196 47.6807 16.5567    nan 200.64 0.1
47.8952  8.8468 45.3660  8.8338    nan  82.42 0.1
47.4376  8.0136 46.6299 13.6416    nan 128.81 0.1
47.6040 15.5860 48.8697 13.1943    nan  65.93 0.1
48.3477  9.8311 47.6837 11.0034    nan  33.17 0.1
44.8873 10.8987 46.9091 13.0787    nan  82.99 0.1
48.3301  8.3296 47.0784 13.3447    nan 115.87 0.1
46.4703 16.7755 45.3617 11.6739    nan 117.87 0.1
46.3264 10.7838 46.6543 11.5434  24.26    nan 0.1
47.3692  8.5809 46.0090 12.4379    nan  99.38 0.1
43.4363 12.7822 46.4245 17.7954    nan 148.19 0.1
48.3477  9.8311 46.9463 18.4820    nan 192.48 0.1
47.1605 12.6420 46.8283 12.4625  13.48    nan 0.1
46.5966 12.7804 46.4952 11.3185  40.95    nan 0.1
44.3509 10.9765 46.2445 13.5094    nan  85.95 0.1
46.3269 11.7865 46.6820 13.4414    nan  39.12 0.1
47.8716  8.1780 48.7909 10.8171    nan  59.62 0.1
45.7381 14.4221 46.4809 13.0239    nan  38.72 0.1
48.9894  8.4921 45.2380  8.2885    nan 119.23 0.1
47.5877  8.2547 45.6378 11.2099    nan  93.58 0.1
44.3162  9.5174 45.3082 11.1724    nan  52.96 0.1
46.9001 17.8877 46.3483 11.2385    nan 149.36 0.1
44.8493  8.3523 46.0082  8.4818    nan  40.91 0.1
46.0108 15.6245 46.6407 11.3551    nan  98.47 0.1
47.2205 11.2087 47.4070 10.2934  24.61    nan 0.1
47.4162 17.3317 48.7026 11.9466    nan 120.47 0.1
44.8873 10.8987 45.3148 15.8050    nan 113.16 0.1
47.0139 13.1864 46.0366 11.5235    nan  50.15 0.1
46.9763 11.6378 47.5414 13.9308    nan  53.95 0.1
45.9875 13.6336 45.8033 14.8393    nan  27.08 0.1
47.1712 17.5348 46.4952 11.3185    nan 142.44 0.1
45.6183 10.5243 48.7289 10.2971    nan 101.89 0.1
43.2550 12.9406 45.4356 17.8482    nan 135.83 0.1
46.3778 11.9822 47.1020 14.1927    nan  55.93 0.1
47.2944  9.4918 46.7436 13.0855    nan  84.57 0.1
46.2445 13.5094 46.5763 11.1635    nan  53.06 0.1
44.1594 10.3864 48.7163 15.5288    nan 192.37 0.1
45.3148 15.8050 48.1651 10.7334    nan 148.10 0.1
46.1495 12.6154 46.4952 11.3185    nan  31.39 0.1
45.1074 10.4817 46.7075 11.2025    nan  54.51 0.1
47.6353 13.0275 44.5359 10.5961    nan 117.83 0.1
44.5413  8.5455 48.0979 12.0838    nan 146.59 0.1
46.9488 15.2988 46.9182 12.3110    nan  67.20 0.1
46.4548  8.6629 47.4086 15.9587    nan 170.96 0.1
46.4301 10.4478 47.1888 13.9921    nan  86.18 0.1
46.4142 13.0011 45.9164 17.8160    nan 107.93 0.1
47.3448 11.1037 46.4840 10.8266    nan  30.25 0.1
46.7805  9.8795 48.0635 15.4063    nan 131.10 0.1
46.6164 10.5495 45.5090 16.0507    nan 130.21 0.1
44.0260 10.4821 44.0543 11.3585  27.92    nan 0.1
45.6183 10.5243 46.6246 11.8805    nan  44.88 0.1
46.6164 10.5495 43.4764 10.5787    nan 107.14 0.1
46.1597 17.2897 46.9663 14.1528    nan  74.75 0.1
45.4803  9.2321 46.8522 12.9459    nan  95.00 0.1
45.6135 16.7544 47.8333 10.6235    nan 156.29 0.1
46.4142 13.0011 45.9595 10.9436    nan  48.22 0.1
47.4972 11.1131 46.6408 17.3149    nan 142.08 0.1
47.6837 11.0034 47.0684 12.8766    nan  47.13 0.1
48.8891 11.5845 45.9875 13.6336    nan 104.51 0.1
46.7568  8.1512 43.1210 10.5732    nan 134.21 0.1
48.0194 10.1998 47.6386 18.3824    nan 176.50 0.1
47.0733 16.0792 46.9763 11.6378    nan 100.55 0.1
46.2829 12.0472 46.6902 10.5127    nan  37.37 0.1
47.2309  8.0125 44.3162  9.5174    nan 102.74 0.1
47.6353 13.0275 47.6040 15.5860    nan  56.15 0.1
46.2071 10.4791 46.6902 10.5127  19.05    nan 0.1
46.4075 13.3540 46.6164 10.5495    nan  64.12 0.1
48.9434 15.7007 45.6225  8.3610    nan 194.92 0.1
47.6353 13.0275 46.2077 11.2324    nan  62.49 0.1
47.8495 14.2659 45.8260 15.4569    nan  70.89 0.1
43.5585 12.4199 47.2505 15.5232    nan 141.70 0.1
45.3251 14.4828 47.2867  9.8803    nan 121.07 0.1
46.0835 10.9587 45.1026 17.5139    nan 151.01 0.1
44.9059 13.7505 46.7436 13.0855    nan  61.87 0.1
45.4056  9.9307 47.2276 13.0586    nan  93.78 0.1
48.7534  9.7219 45.3135 10.6628    nan 114.82 0.1
47.6807 16.5567 48.5300 12.9776    nan  79.88 0.1
47.0378 11.7090 43.1210 10.5732    nan 133.46 0.1
48.8199 14.3095 43.7956 10.9795    nan 185.21 0.1
43.0365 13.0873 46.5584 12.9729    nan 118.20 0.1
46.3195 13.0984 47.7528 11.8492    nan  55.49 0.1
45.6183 10.5243 46.4569 12.8814    nan  58.87 0.1
44.8493  8.3523 48.1002 14.1398    nan 175.42 0.1
46.2396  8.0196 45.4056  9.9307    nan  51.69 0.1
47.6799 10.1071 47.3678 14.4726    nan  98.38 0.1
44.0260 10.4821 45.6830 10.8187    nan  58.29 0.1
46.2408 12.9877 46.3176 11.0921    nan  42.51 0.1
46.7566 15.8254 46.6117 10.6308    nan 117.68 0.1
46.2538 13.2755 45.5464 14.0143    nan  26.15 0.1
43.2097 11.1562 48.1002 14.1398    nan 179.35 0.1
46.7474 12.5123 47.6913 13.6383    nan  40.89 0.1
46.2987 10.5510 46.1927 12.4166    nan  42.20 0.1
47.9797 11.7188 46.4396 11.0181    nan  53.39 0.1
46.2408 12.9877 48.7163 15.5288    nan  98.98 0.1
46.8243 11.7389 46.1927 12.4166  31.45  26.11 0.1
45.8294 15.9942 46.7777 11.4078    nan 108.35 0.1
45.9201 10.4529 46.6543 11.5434  41.27    nan 0.1
48.1629 11.2751 46.3195 13.0984    nan  74.58 0.1
43.7744 11.2551 46.0438 14.5278    nan 107.35 0.1
46.4703 16.7755 46.5132 11.5059    nan 118.09 0.1
45.8934 14.0643 46.1016 14.7014  19.27    nan 0.1
46.9520 17.1486 46.3255 11.6048    nan 126.41 0.1
45.6153 15.4673 46.5584 12.9729    nan  63.88 0.1
48.3301  8.3296 46.9091 13.0787    nan 112.49 0.1
44.7679  9.4478 43.5236 11.2458    nan  60.06 0.1
44.6071  9.2926 46.2340 13.2438    nan 106.87 0.1
43.4981 12.9415 43.0426 12.6587  22.15    nan 0.1
43.5502 13.6020 47.2834 16.7056    nan 139.22 0.1
44.8493  8.3523 44.3509 10.9765    nan  68.90 0.1
44.3162  9.5174 48.8331 12.6421    nan 168.97 0.1
46.6903 12.7642 47.0217 12.6894  12.92    nan 0.1
46.7540 13.8495 46.1117 10.1389    nan  87.46 0.1
45.0125 16.9069 45.1074 10.4817    nan 145.83 0.1
43.2097 11.1562 44.3509 10.9765    nan  39.07 0.1
46.5584 12.9729 46.5306 10.4526    nan  57.58 0.1
46.2601 12.7104 46.5763 11.1635    nan  36.51 0.1
46.0612 14.9977 46.9763 11.6378    nan  82.75 0.1
46.7436 13.0855 46.4564 11.1182    nan  45.27 0.1
43.7744 11.2551 44.4818 16.5313    nan 130.51 0.1
44.6071  9.2926 46.4610 15.5018    nan 156.21 0.1
47.5207 14.4165 45.6335 11.9713    nan  83.60 0.1
47.7617 12.8645 45.2926 13.8167    nan  83.35 0.1
46.4481 16.2504 45.6048 10.9697    nan 119.09 0.1
45.4056  9.9307 45.1026 17.5139    nan 179.87 0.1
45.8033 14.8393 45.9209 11.0236    nan  84.42 0.1
47.6807 16.5567 46.8028 11.1037    nan 126.86 0.1
46.0090 12.4379 47.0508 12.1287    nan  34.47 0.1
45.3082 11.1724 45.5278 14.3807    nan  71.99 0.1
46.3255 11.6048 46.6395 13.2718    nan  38.79 0.1
46.2450 12.9240 46.8129 11.5480    nan  36.11 0.1
44.1594 10.3864 48.8640 14.2845    nan 179.18 0.1
47.8495 14.2659 48.2928 12.9750    nan  32.07 0.1
44.9059 13.7505 46.2829 12.0472    nan  58.89 0.1
47.4148  8.9077 47.5207 14.4165    nan 123.13 0.1
46.0482 11.6497 44.3162  9.5174    nan  76.96 0.1
46.8468  9.0083 44.5359 10.5961    nan  86.96 0.1
47.5522 11.4363 46.6762 12.2205  39.91  33.44 0.1
43.1148 10.9026 46.6780 15.0327    nan 153.47 0.1
47.6040 15.5860 44.6608 11.4363    nan 134.64 0.1
47.4672  9.2442 46.1425 12.8085    nan  92.29 0.1
46.6408 17.3149 45.9209 11.0236    nan 141.31 0.1
47.8693 12.3915 46.9452 14.0319    nan  47.35 0.1
45.2926 13.8167 48.0152 18.3525    nan 131.36 0.1
46.5092 14.5489 46.5656 12.8944    nan  36.71 0.1
46.4861 12.5074 47.3369 14.0325    nan  45.25 0.1
44.0450 10.7570 48.3483 15.1619    nan 177.64 0.1
47.7589 17.0530 46.7415 10.8256    nan 144.37 0.1
48.7163 15.5288 47.6386 18.3824    nan  69.70 0.1
44.8673  8.9136 48.4272 13.4975    nan 160.62 0.1
44.6608 11.4363 46.3934 11.4056    nan  55.57 0.1
44.0260 10.4821 43.0365 13.0873    nan  70.72 0.1
46.8468  9.0083 47.6040 15.5860    nan 151.05 0.1
47.8294 17.6559 46.7415 10.8256    nan 157.56 0.1
46.8159 14.0074 46.0473  9.7610    nan 101.00 0.1
46.6365 15.1139 46.0366 11.5235    nan  83.28 0.1
46.8468  9.0083 46.2077 11.2324    nan  56.46 0.1
47.9480 14.7589 46.7793 13.3339    nan  50.63 0.1
45.9090 15.9730 47.7589 17.0530    nan  63.62 0.1
47.8057 12.8188 46.8066 12.2636    nan  35.59 0.1
46.4832  9.4496 47.0508 12.1287    nan  64.34 0.1
46.0835 10.9587 47.8277 13.5612    nan  81.99 0.1
47.2944  9.4918 48.8891 11.5845    nan  66.58 0.1
47.6837 11.0034 46.3255 11.6048    nan  46.57 0.1
46.4352  8.1105 47.4797 13.1260    nan 120.98 0.1
46.2445 13.5094 47.2418 13.8039    nan  33.11 0.1
47.4163 10.9788 46.8642 16.5276    nan 125.83 0.1
45.6468 11.0721 48.6348 14.7326    nan 126.17 0.1
47.3448 11.1037 46.8642 16.5276    nan 122.64 0.1
45.8033 14.8393 46.6300 13.7530  48.40  35.35 0.1
43.5502 13.6020 43.1210 10.5732    nan  74.29 0.1
48.7719  9.1950 45.4803  9.2321    nan 106.05 0.1
44.2075  8.2372 46.5491 13.1481    nan 137.68 0.1
45.8294 15.9942 47.0909 12.5391    nan  88.52 0.1
47.4313 17.9238 46.7260 10.6853    nan 166.09 0.1
47.3484  9.3490 45.9348 14.4434    nan 123.66 0.1
45.5278 14.3807 48.1651 10.7334    nan 120.25 0.1
45.4803  9.2321 46.7427 12.4359    nan  83.30 0.1
45.4356 17.8482 46.2465 11.4137    nan 146.98 0.1
47.8495 14.2659 48.3636 10.4021    nan  84.10 0.1
46.6365 15.1139 47.0139 13.1864    nan  44.02 0.1
47.7122  8.2526 44.0260 10.4821    nan 134.87 0.1
47.7645  8.4924 47.2205 11.2087    nan  61.36 0.1
44.9592 12.4323 46.2465 11.4137    nan  47.16 0.1
46.2408 12.9877 48.8640 14.2845    nan  91.12 0.1
48.1629 11.2751 45.9875 13.6336    nan  90.29 0.1
47.2205 11.2087 46.1547 12.1850    nan  41.23 0.1
46.6408 17.3149 46.6300 13.7530    nan  77.83 0.1
46.1597 17.2897 46.9747 13.5114    nan  88.18 0.1
48.1219 12.5972 48.1002 14.1398    nan  31.92 0.1
45.0125 16.9069 47.0217 12.6894    nan 114.96 0.1
45.9164 17.8160 47.8294 17.6559    nan  60.95 0.1
45.8033 14.8393 45.6198 12.6210    nan  49.46 0.1
44.7488 17.1839 46.1468 10.8060    nan 151.55 0.1
46.7436 13.0855 45.6048 10.9697    nan  60.16 0.1
47.4672  9.2442 46.4779 10.0989    nan  37.63 0.1
48.3301  8.3296 46.9001 17.8877    nan 211.45 0.1
44.5279 15.7644 45.8260 15.4569    nan  44.43 0.1
44.7679  9.4478 44.1594 10.3864    nan  30.56 0.1
47.1968 12.7209 45.2926 13.8167    nan  66.99 0.1
46.5951  8.7483 46.4245 17.7954    nan 204.49 0.1
43.5236 11.2458 48.7534  9.7219    nan 178.54 0.1
47.8952  8.8468 44.3162  9.5174    nan 120.66 0.1
43.7956 10.9795 44.1703 12.2445    nan  33.02 0.1
47.9108 11.2213 48.8045 18.4645    nan 157.18 0.1
44.9059 13.7505 48.8891 11.5845    nan 138.82 0.1
46.7566 15.8254 46.8832 12.6326    nan  71.76 0.1
46.6408 17.3149 45.6198 12.6210    nan 108.61 0.1
46.3174 13.9999 46.8128 13.4803  22.68    nan 0.1
46.6395 13.2718 46.8129 11.5480    nan  39.01 0.1
46.0082  8.4818 48.7289 10.2971    nan  94.31 0.1
45.5043 15.2518 46.6247 10.8301    nan 105.82 0.1
47.4672  9.2442 47.2306 14.2970    nan 113.76 0.1
48.1639 11.2768 43.7956 10.9795    nan 147.48 0.1
47.4797 13.1260 46.6247 10.8301    nan  58.84 0.1
45.3082 11.1724 48.4940 18.8361    nan 198.35 0.1
46.8703  8.4249 46.4952 11.3185    nan  68.11 0.1
47.7528  9.1231 46.1927 12.4166    nan  90.55 0.1
47.7405 12.8671 46.2083 11.9315    nan  55.53 0.1
47.8952  8.8468 43.3756 13.1954    nan 183.86 0.1
48.1219 12.5972 45.1074 10.4817    nan 110.69 0.1
46.7805  9.8795 48.3477  9.8311    nan  51.05 0.1
45.8672 15.6275 46.2077 11.2324    nan  98.95 0.1
46.3174 13.9999 46.8647 13.1946  29.05    nan 0.1
44.0775 11.7073 47.0784 13.3447    nan 107.46 0.1
45.8260 15.4569 47.0703 10.2643    nan 124.84 0.1
48.1219 12.5972 44.3509 10.9765    nan 130.47 0.1
46.8257  9.1117 43.4363 12.7822    nan 146.14 0.1
46.2071 10.4791 47.1501 13.9271    nan  85.16 0.1
45.4056  9.9307 47.8277 13.5612    nan 115.33 0.1
46.0082  8.4818 46.6246 11.8805    nan  78.81 0.1
45.9571 10.6218 47.1501 13.9271    nan  85.08 0.1
48.8591 17.6707 46.5584 12.9729    nan 130.76 0.1
44.8873 10.8987 46.5762 13.3901    nan  78.23 0.1
47.4642 11.9189 46.9663 14.1528    nan  53.15 0.1
47.7645  8.4924 45.8033 14.8393    nan 155.57 0.1
46.4258 12.7419 45.9201 10.4529    nan  52.87 0.1
47.4672  9.2442 47.1863 13.4193    nan  93.86 0.1
45.7381 14.4221 46.6046 12.5251    nan  50.29 0.1
46.4530 10.5789 47.2651 13.4917    nan  71.63 0.1
43.7967 11.7893 47.5207 14.4165    nan 140.19 0.1
45.4803  9.2321 46.1597 17.2897    nan 179.10 0.1
46.5480 13.5137 47.5414 13.9308    nan  35.34 0.1
46.0108 15.6245 46.5879 10.1683    nan 125.33 0.1
46.4952 11.3185 48.7163 15.5288    nan 116.01 0.1
46.5480 13.5137 46.5735 11.6467    nan  42.26 0.1
48.0000 11.5171 45.9043 11.7112    nan  68.91 0.1
46.4474 11.6404 47.3678 14.4726    nan  72.30 0.1
47.8952  8.8468 47.6807 16.5567    nan 166.56 0.1
48.9951 11.5200 46.2150 18.6436    nan 176.61 0.1
43.7744 11.2551 44.3242  8.3459    nan  68.63 0.1
46.7474 12.5123 43.1210 10.5732    nan 130.52 0.1
43.7956 10.9795 48.7909 10.8171    nan 166.70 0.1
44.1660 10.1530 47.8102  9.5221    nan 124.88 0.1
46.0482 11.6497 45.4056  9.9307    nan  44.19 0.1
47.0703 10.2643 48.7909 10.8171    nan  55.66 0.1
45.6153 15.4673 46.5272 12.1748    nan  79.24 0.1
44.0498  9.8537 45.3443 12.3182    nan  74.79 0.1
46.5068 10.9028 47.2780 13.3106    nan  59.54 0.1
44.8493  8.3523 48.4438  9.4586    nan 120.93 0.1
45.9218  9.0417 47.3678 14.4726    nan 134.39 0.1
45.7753 10.6286 48.1182  8.5502    nan  89.62 0.1
43.2097 11.1562 48.4438  9.4586    nan 181.70 0.1
45.0125 16.9069 45.3148 15.8050    nan  27.82 0.1
43.4981 12.9415 43.4807 12.4570  15.13    nan 0.1
46.5584 12.9729 47.2384 13.5776  30.88    nan 0.1
46.4342 15.0246 46.6247 10.8301    nan  94.92 0.1
45.5311 14.8101 45.7552 11.0242    nan  83.53 0.1
45.6335 11.9713 46.4474 11.6404    nan  27.19 0.1
43.2550 12.9406 47.1547 18.8341    nan 184.66 0.1
47.1968 12.7209 47.2780 13.3106  15.92    nan 0.1
46.9676  8.6371 47.6799 10.1071    nan  39.31 0.1
48.4608 14.0707 45.3660  8.8338    nan 156.86 0.1
47.9797 11.7188 46.9001 17.8877    nan 141.68 0.1
46.7568  8.1512 46.1597 17.2897    nan 208.67 0.1
46.2077 11.2324 46.4564 11.1182  10.68    nan 0.1
46.6046 12.5251 46.5879 10.1683    nan  54.28 0.1
48.8697 13.1943 48.3636 10.4021    nan  58.66 0.1
48.8891 11.5845 46.2601 12.7104    nan  89.49 0.1
48.1002 14.1398 45.6335 11.9713    nan  96.63 0.1
46.3738 10.2493 47.0684 12.8766    nan  64.16 0.1
45.0167 12.0335 46.9207 13.8765    nan  75.91 0.1
47.4376  8.0136 47.6775 16.0904    nan 175.35 0.1
44.5825 12.0057 46.8199 11.2587    nan  73.70 0.1
47.9480 14.7589 46.6407 11.3551    nan  86.98 0.1
48.9334 14.9936 47.7437 15.0776    nan  38.06 0.1
47.6913 13.6383 45.6378 11.2099    nan  87.38 0.1
43.4981 12.9415 47.7528 11.8492    nan 145.60 0.1
46.4564 11.1182 47.3535 13.6628    nan  64.79 0.1
45.6468 11.0721 48.3477  9.8311    nan  92.36 0.1
47.3484  9.3490 46.5491 13.1481    nan  90.59 0.1
46.0549 10.5140 46.8647 13.1946    nan  64.78 0.1
47.4642 11.9189 46.6902 10.5127    nan  40.70 0.1
47.7372 12.7957 48.7163 15.5288    nan  65.12 0.1
47.0378 11.7090 46.1597 17.2897    nan 129.36 0.1
43.7956 10.9795 48.9434 15.7007    nan 202.53 0.1
43.6931 12.7771 46.4428 13.5650    nan  92.85 0.1
47.2205 11.2087 46.9463 18.4820    nan 162.75 0.1
47.7205 12.8773 45.5464 14.0143    nan  74.44 0.1
46.1312 16.4554 45.8806 11.8047    nan 103.89 0.1
44.0543 11.3585 48.5300 12.9776    nan 154.79 0.1
46.4136 10.0231 46.9676  8.6371    nan  36.83 0.1
46.2967 10.8617 47.1381 13.7348    nan  71.66 0.1
46.4722  9.3473 46.9452 14.0319    nan 109.55 0.1
44.0775 11.7073 46.9091 13.0787    nan 100.21 0.1
44.0260 10.4821 48.1651 10.7334    nan 140.27 0.1
43.9410 12.8402 47.4871 10.7623    nan 127.91 0.1
48.8199 14.3095 47.7437 15.0776  46.56    nan 0.1
47.8952  8.8468 45.4056  9.9307    nan  84.36 0.1
46.4548  8.6629 46.5256 18.2647    nan 217.66 0.1
46.6780 15.0327 47.2834 16.7056    nan  42.40 0.1
44.8873 10.8987 45.7090 13.7640    nan  69.99 0.1
44.1594 10.3864 48.5230 10.9333    nan 147.04 0.1
46.1016 14.7014 44.5359 10.5961    nan 107.46 0.1
43.3756 13.1954 47.2505 15.5232    nan 137.83 0.1
47.0433 12.3318 46.0951 11.9840    nan  32.82 0.1
44.3242  8.3459 48.4608 14.0707    nan 192.04 0.1
45.5278 14.3807 46.4861 12.5074    nan  50.98 0.1
44.5279 15.7644 46.0174 10.8090    nan 122.61 0.1
46.7568  8.1512 47.4148  8.9077    nan  26.94 0.1
44.0498  9.8537 47.8277 13.5612    nan 152.95 0.1
47.1029 13.9958 44.8939  9.9098    nan 119.76 0.1
47.2505 15.5232 46.0473  9.7610    nan 138.68 0.1
48.4272 13.4975 46.6408 17.3149    nan 101.87 0.1
46.4703 16.7755 47.8102  9.5221    nan 167.08 0.1
46.8257  9.1117 45.5278 14.3807    nan 128.44 0.1
46.6894 13.9606 46.4530 10.5789    nan  77.73 0.1
46.1733 13.6450 47.4258 14.2890  51.40    nan 0.1
45.0840 14.9106 46.0473  9.7610    nan 120.00 0.1
43.5585 12.4199 44.5359 10.5961    nan  59.51 0.1
46.5951  8.7483 48.9951 11.5200    nan  96.42 0.1
47.2867  9.8803 48.3687 15.6522    nan 128.80 0.1
48.0000 11.5171 45.5311 14.8101    nan 109.80 0.1
47.8057 12.8188 47.0433 12.3318    nan  27.65 0.1
47.0492  9.3808 43.0500  9.8424    nan 134.64 0.1
48.1219 12.5972 46.9520 17.1486    nan 106.79 0.1
43.1776 16.4488 45.6378 11.2099    nan 142.51 0.1
43.9377 12.4451 46.2445 13.5094    nan  80.66 0.1
43.5585 12.4199 44.0624 10.5970    nan  47.84 0.1
47.0948 13.9499 46.7777 11.4078    nan  58.50 0.1
46.4783 11.7668 47.4258 14.2890    nan  66.03 0.1
47.3789 12.3084 45.9609 11.3202    nan  51.78 0.1
47.1712 17.5348 44.2245 11.7666    nan 161.69 0.1
48.9894  8.4921 48.3067 11.9233    nan  72.73 0.1
46.1016 14.7014 46.2077 11.2324    nan  77.56 0.1
47.4313 17.9238 46.4783 11.7668    nan 142.78 0.1
47.6913 13.6383 46.2385 10.2253    nan  90.66 0.1
48.3719 16.2054 47.6386 18.3824    nan  51.66 0.1
46.6299 13.6416 46.2077 11.2324    nan  56.10 0.1
46.2601 12.7104 48.3067 11.9233    nan  70.49 0.1
44.2245 11.7666 47.5207 14.4165    nan 126.56 0.1
47.2867  9.8803 44.9592 12.4323    nan  96.48 0.1
48.7404 16.0203 48.7163 15.5288  11.63    nan 0.1
43.5585 12.4199 47.6040 15.5860    nan 153.30 0.1
43.9410 12.8402 48.4530  8.9261    nan 174.80 0.1
47.6807 16.5567 46.8066 12.2636    nan 101.69 0.1
44.7637 10.3131 47.2505 15.5232    nan 143.64 0.1
45.5311 14.8101 47.1968 12.7209    nan  72.27 0.1
47.7617 12.8645 46.3269 11.7865    nan  53.72 0.1
48.1219 12.5972 48.4438  9.4586    nan  66.28 0.1
46.4548  8.6629 48.7289 10.2971    nan  80.05 0.1
43.3342 12.2680 46.5092 14.5489    nan 116.44 0.1
47.3357 11.5763 47.4797 13.1260  41.19  33.83 0.1
44.8784 15.6231 46.8283 12.4625    nan  97.35 0.1
47.4086 15.9587 44.8939  9.9098    nan 162.27 0.1
45.0167 12.0335 45.8065 11.2600    nan  29.60 0.1
46.1016 14.7014 47.4642 11.9189    nan  76.98 0.1
48.8199 14.3095 44.3162  9.5174    nan 185.30 0.1
46.1733 13.6450 47.9629 16.3971    nan  86.01 0.1
46.4301 10.4478 46.0603 11.7500    nan  32.41 0.1
47.7372 12.7957 47.3357 11.5763  35.47    nan 0.1
47.0703 10.2643 46.1117 10.1389    nan  33.30 0.1
43.5585 12.4199 45.9922 12.1051    nan  84.27 0.1
45.0361 14.1549 46.5966 12.7804    nan  57.75 0.1
47.2944  9.4918 45.3251 14.4828    nan 129.87 0.1
46.1495 15.4695 46.8028 11.1037    nan 100.53 0.1
45.3148 15.8050 46.6903 12.7642    nan  82.42 0.1
47.1381 13.7348 47.1020 14.1927  11.67    nan 0.1
46.0090 12.4379 47.1607 13.2160    nan  41.75 0.1
46.2408 12.9877 48.5230 10.9333    nan  88.56 0.1
47.8495 14.2659 46.2445 13.5094    nan  55.84 0.1
47.6775 16.0904 44.8939  9.9098    nan 170.38 0.1
46.4396 11.0181 46.3738 10.2493  20.21    nan 0.1
47.4243 12.6770 45.5464 14.0143    nan  67.40 0.1
46.5092 14.5489 46.1698 11.5390    nan  69.36 0.1
48.8199 14.3095 43.3756 13.1954    nan 180.64 0.1
46.4548  8.6629 46.6246 11.8805    nan  75.42 0.1
43.3821 12.4066 46.8642 16.5276    nan 150.60 0.1
44.0543 11.3585 48.8045 18.4645    nan 223.71 0.1
45.6153 15.4673 46.8078 12.7564    nan  72.57 0.1
43.5585 12.4199 47.4642 11.9189    nan 133.60 0.1
45.9218  9.0417 44.8784 15.6231    nan 151.60 0.1
44.0498  9.8537 45.4356 17.8482    nan 194.57 0.1
44.4818 16.5313 44.9592 12.4323    nan  94.56 0.1
46.7568  8.1512 45.9218  9.0417    nan  33.45 0.1
43.1979 12.3536 46.3195 13.0984    nan 105.50 0.1
46.6780 15.0327 43.1210 10.5732    nan 158.70 0.1
46.6365 15.1139 47.0217 12.6894    nan  55.44 0.1
47.7589 17.0530 46.4840 10.8266    nan 147.17 0.1
47.7372 12.7957 48.8640 14.2845    nan  49.03 0.1
47.6353 13.0275 46.4762 10.3722    nan  71.79 0.1
44.5413  8.5455 46.0090 12.4379    nan 104.35 0.1
47.9282 15.8618 46.4870 10.2745    nan 135.77 0.1
47.8294 17.6559 46.4840 10.8266    nan 160.12 0.1
46.2445 13.5094 45.8033 14.8393    nan  33.22 0.1
44.6608 11.4363 46.6046 12.5251    nan  68.26 0.1
47.7617 12.8645 46.5254 12.7139  49.02  41.09 0.1
43.5502 13.6020 46.1597 17.2897    nan 119.80 0.1
47.7645  8.4924 47.3448 11.1037    nan  57.92 0.1
47.5275  8.1119 47.9629 16.3971    nan 177.25 0.1
46.5782  8.3189 43.3292 11.9663    nan 142.71 0.1
46.8257  9.1117 44.5825 12.0057    nan  99.49 0.1
45.6378 11.2099 48.2333 18.9990    nan 191.58 0.1
46.2941 14.4433 46.3738 10.2493    nan  95.84 0.1
48.8199 14.3095 47.6807 16.5567    nan  59.46 0.1
47.0378 11.7090 45.9218  9.0417    nan  71.75 0.1
